seller_id,seller_gen_name
3f2af2670e104d1bcb54022274daeac5,Select Moveis Decoracao
3f3486b61f45078d4f31ee5e43d8c5bb,Essentials Malas Acessorios Excelência
3f8034bfc6b8b4135534975d49f04c63,Essentials Bebes Qualidade
3f8247d0f772ffa58560e5c682521ad5,Essentials Sinalizacao E Seguranca
3f84fefc07dc159b268d4a77d3e8c425,Essentials Beleza Saude
3f995f07c49d0d55a99d5c54957f7d81,Essentials Automotivo Excelência
3f9be91358837bff69df67edfa3e42e8,Essentials Pet Shop Pet
3f9c56764fabca627406093dcb3ef0b4,Essentials Esporte Lazer Excelência
3fac58ce0ad699020c7944d53c41329c,Essentials Construcao Ferramentas Iluminacao Excelência
3fadb4cba4c35bce6a7eaf9872d5623a,Essentials Beleza Saude Excelência
3faf68a3b0af94b10bac70d86077be49,Select
3fd1e727ba94cfe122d165e176ce7967,Essentials Esporte Lazer Excelência
3fe7120d6257285ac6a3ce7cb071ccec,Essentials Beleza Saude
3febca52652e7209509ccfe61cbde40e,Essentials Beleza Saude
3fefda3299e6dfaea3466ef346a3571a,Select Eletronicos
4003520d80d0bad1d5623f7aa3c63cda,Essentials Bebes
400f221ab83037c0ea78f1267da9624d,Premium Telefonia
402916f742e5c740cc751493d9cf5053,Essentials Beleza Saude Qualidade
403aa86912527d730337ffcb0fb096ab,Premium Telefonia
4049512728d969bec69f84088b012416,Essentials Esporte Lazer Excelência
404e1ba01358af4cd63f679b2c4d1fa1,Essentials Pet Shop Excelência
40536e7ca18e1bce252828e5876466cc,Essentials Cool Stuff
406740ee611378a662d274c7d8c43c4a,Select Informatica Acessorios Excelência
406822777a0b9eb5c50e442dd4cd3ec5,Essentials Brinquedos Excelência
4091f77d8c768fc3e81c20761471761d,Essentials Bebes
40d54b51e962dbe09cabbcfd33298dee,Select Beleza Saude Excelência
40db9e9aa57f7bb151bcda6b0f9bdbb7,Premium Automotivo
40ec8ab6cdafbcc4f544da38c67da39a,Essentials Utilidades Domesticas Excelência
411f3b52d857390502ee4e4d5ceabc2d,Essentials Construcao Ferramentas Construcao Qualidade
4125d9385a25e82d2f72d3a0fd55bc3f,Essentials Utilidades Domesticas Home Decor
412a4720f3e9431b4afa1476a1acddbe,Essentials Esporte Lazer
4170f6a9367e6b5d6401d03ce6d54569,Essentials Informatica Acessorios
417a1e6c7321084d2a0ae0d023cfad93,Essentials Utilidades Domesticas
41958cbd3335433c8740300e8cd600d5,Essentials Eletroportateis
41ab63a91b8b264e8c8780368bf1dd5b,Select Eletroportateis Excelência
41b14765bd56c8ad10971074380f9c0c,Essentials Informatica Acessorios Computers
41b39e28db005d9731d9d485a83b4c38,Essentials Cama Mesa Banho Excelência
41b86b552e54e3a7009596125aa8b167,Essentials Esporte Lazer Excelência
41c2bad7229b0c25e6becf179ebf63ff,Essentials Livros Interesse Geral Excelência
41c9d3997dd3c072c31139dc5bb5761f,Select Papelaria Excelência
41da412d33e8da4f22baf55cb1bde82c,Essentials Esporte Lazer Food Supplement Excelência
41e0fa5761c886a630994a55c12087e7,Essentials Beleza Saude
4200ddf1967c5e41e48db62bc6d4b5ac,Essentials Cama Mesa Banho Excelência
4221a7df464f1fe2955934e30ff3a5a1,Select Bebes Excelência
422be4cc81a457fdb46f47edeb968ae5,Select Moveis Decoracao
427165bf50f8ca07efc7bdc2bfcf1688,Select Beleza Saude Excelência
42b6488f5b8246d9141712abd4b1b693,Essentials Beleza Saude
42b729f859728f5079499127a9c2ef37,Essentials Beleza Saude Excelência
42bde9fef835393bb8a8849cb6b7f245,Select Brinquedos Excelência
42d4b7e70819438f5ada61c965e92d7e,Essentials Automotivo
42ef3192a9ff87a22d1867b74b3ee205,Essentials Brinquedos Excelência
42fa4ee7240e9b8eb4576358ec142ba7,Select Utilidades Domesticas Household Utilities Excelência
42fb44130ac3134cde8e35cf8ec7df25,Essentials Fashion Bolsas E Acessorios
430315b7bb4b6e4b3c978f9dfa9b0558,Select Utilidades Domesticas Excelência
4305fe92735c8a43d154ff6dd2b8d927,Essentials Esporte Lazer
431050a06a317f2b38168dec3dcd2b46,Essentials Beleza Saude
431af27f296bc6519d890aa5a05fdb11,Essentials Beleza Saude Excelência
4324dd16853115efb0fd9d0d131ba6f4,Essentials Informatica Acessorios Excelência
432c37c9dfba871172ec162e20118b8c,Essentials Cool Stuff Excelência
432c67955c0acd1fd6b0b5d678766a71,Select Beleza Saude Qualidade
43402bdf22aa2310e8f99e2f94f78628,Essentials Moveis Cozinha Area De Servico Jantar E Jardim Home Office Furniture
4342d4b2ba6b161468c63a7e7cfce593,Essentials Relogios Presentes Qualidade
436bf27f2f18474fc6047702e9f8a866,Essentials Bebes
4371b634e0efc0e22b09b52907d9d469,Essentials Esporte Lazer Excelência
43753b27d77860f1654aa72e251a7878,Essentials Moveis Decoracao
4391ea5c5990502176a1dcda44a2373d,Select Climatizacao
439a47cc365d6e3bd526812ea9de3c29,Essentials Cama Mesa Banho Excelência
43a1d4bab73b816e44ef4e4facd9f9b5,Select Beleza Saude
43a5d4a57af536fddc96d08be3afdfcb,Essentials Casa Conforto
43b2c864251aa0ce4030c746984e088a,Essentials Malas Acessorios
43f8c9950d11ecd03a0304a49e010da6,Essentials Consoles Games Excelência
44073f8b7e41514de3b7815dd0237f4f,Essentials Beleza Saude Excelência
440dd6ab244315c632130ecfb63827b1,Essentials Esporte Lazer Excelência
443d880f15cbd3572885e1d44bf2c478,Essentials Moveis Decoracao
4450bd8327d471c4a11a83d1445b1b62,Select Beleza Saude Qualidade
446cc09cdbb130904da114e807dbec40,Essentials Artigos De Festas Excelência
44717f64ec2a457979cf83c429077666,Essentials Construcao Ferramentas Iluminacao Handcrafted
447d377bdb757058acb569025ee18a93,Essentials Papelaria Toys
44ed138eca6214d572ce1d813fb0049b,Essentials Beleza Saude Health Beauty Excelência
44f091b5abab8018f682fce8124b85e5,Select Esporte Lazer Excelência
45213867cefbf2cd4c6177e10216a951,Select Instrumentos Musicais Excelência
4559697a8f7e637227c2eeaed843baff,Essentials Eletrodomesticos Excelência
455befea1bb853c75ccbca94cff26e5c,Essentials Beleza Saude Phone Mobile Qualidade
455c5640e8c5bd1b2ee85c0158f85727,Premium Instrumentos Musicais Qualidade
455f46ef09a9e45667e2981df84b5cc2,Essentials Eletronicos
457fe919b032a3f7dadba6fb92cf7855,Essentials Cama Mesa Banho Excelência
458c6fa920810ce2492da71bc26d9eec,Select Beleza Saude
458d868c9642f55f18f04e951a3fdde6,Premium Beleza Saude
45a3d05fb00435e52a28859dd03703b3,Premium Brinquedos
45ba18c210d42734ec52c0c1c574e9ee,Essentials Bebes Excelência
45c20d94d9171b0bcfab3c955e47d67b,Essentials Utilidades Domesticas Qualidade
45d33f715e24d15a6ccf5c17b3a23e3c,Essentials Bebes Excelência
461ff5303b6c9c1a4a07f40c5aece516,Essentials Beleza Saude
466222e777149751370e7e98fb623b0c,Essentials Automotivo
4677a5437afda5fa7140b927b07be1cc,Select Automotivo Excelência
46dc3b2cc0980fb8ec44634e21d2718e,Select Brinquedos Excelência
46ef1a25845fc051c2998d878354810c,Essentials Utilidades Domesticas
4736e9d642ef4257cd7622516931eb51,Essentials Esporte Lazer Excelência
47648caee88ccfe951fbb27fbf7b4cbe,Premium Automotivo
478bfe564db21eeb44386606aa30b650,Essentials Pet Shop
47efca563408aae19bb7206c2d969ea9,Select Automotivo Qualidade
47f55702f598c7c6cc8458b0fbc1c49a,Essentials
48162d548f5b1b11b9d29d1e01f75a61,Select Ferramentas Jardim Excelência
4830e40640734fc1c52cd21127c341d4,Essentials Utilidades Domesticas Excelência
48328ec9a579151d9cc6a86d4a59336c,Premium Cool Stuff
483ca627d131e18f988349b1655c0acd,Select Beleza Saude
48436dade18ac8b2bce089ec2a041202,Essentials Cool Stuff Excelência
485452467ff670447e84a8370c3fc898,Essentials Ferramentas Jardim
4867209cb29b56b92893d7bde3ce8012,Essentials Beleza Saude Health Beauty
4869f7a5dfa277a7dca6462dcf3b52b2,Select Relogios Presentes Excelência
48985c61529077fa4f1e38bcff0f2ed3,Essentials Beleza Saude Qualidade
48b6c3f4c6a93171da04b75313f2130f,Essentials Sinalizacao E Seguranca Excelência
48bad451945f5227341793478d6353ea,Essentials Livros Interesse Geral
48e5ee06fb2dc74df1c711a9b6dfac2a,Essentials Construcao Ferramentas Construcao
48e954b2da4f6a750c844173b347ed40,Essentials Bebidas Food Drink
48efc9d94a9834137efd9ea76b065a38,Essentials Fashion Bolsas E Acessorios Excelência
48fb026ed7455a42f5d3e9390ed5088e,Essentials Automotivo Excelência
49067458c68f7701fd334ce326accbe0,Essentials Construcao Ferramentas Jardim
4917cee8d902e13428c3ec4b1ca6f315,Select Eletrodomesticos 2 Excelência
491a5ada3aa1678414e990262c4bbdc1,Premium Dvds Blu Ray
49383af7ab774e4e8f3000f49c83dc4b,Essentials Cama Mesa Banho Excelência
4965a7002cca77301c82d3f91b82e1a9,Essentials Pet Shop
497709c2976a8fa308730a2dec5b0726,Essentials Papelaria
4978a02ea9c8be7a9b5480680f40334e,Essentials Construcao Ferramentas Construcao Qualidade
499185655c29ecfdbfe776ef7cf875b5,Essentials Cama Mesa Banho
4992e76a42cb3aad7a7047e0d3d7e729,Essentials Utilidades Domesticas Excelência
499ec63c58e51296c9cf57edcfe1c8a8,Essentials Informatica Acessorios Entrega Rápida
49cdc90518a4f82676b38b3c1aa43ff6,Select Automotivo Entrega Rápida
49e7217cfe4e427191c378ec626d8737,Select Utilidades Domesticas Qualidade
49f8d2ea7b718d0ce587d34207caf2b4,Essentials Pet Shop Excelência
4a1917ef994878940e1fb03eeb787ad7,Select Telefonia Fixa Phone Mobile
4a1f694197d05fe70026b016a7316b41,Essentials Moveis Decoracao Home Decor Excelência
4a23adac87cf538689fa600d976f78b2,Essentials Moveis Decoracao Health Beauty
4a3ca9315b744ce9f8e9374361493884,Essentials Cama Mesa Banho Excelência
4a3ccda38b2129705f3fb522db62ca31,Select Construcao Ferramentas Seguranca Excelência
4a5b36211b1f51bf7eaa5c10a57fa483,Essentials Automotivo
4a82168aaef173cbb6e46ae88728f919,Essentials Beleza Saude Health Beauty Excelência
4a82c4af97ffc0fb2dc26bfdc03b1842,Essentials Beleza Saude
4aba391bc3b88717ce08eb11e44937b2,Select Esporte Lazer Excelência
4aba6a02a788d3ec81c03137144d9a80,Essentials Beleza Saude
4b0fdb526525f9890eb145bf1534640e,Essentials Cama Mesa Banho Excelência
4b1eaadf791bdbbad8c4a35b65236d52,Select Consoles Games
4b39558c138930b9e5489c93b6df5fe3,Select Informatica Acessorios
4b5f66b7adcf57f1ecc0d3c07dd6b177,Select Informatica Acessorios Qualidade
4b90495391ac0bd181a80a459df1e718,Select Moveis Decoracao Qualidade
4b9750c8ad28220fe6702d4ecb7c898f,Essentials Bebes Excelência
4b98b0428fc1932cc2514ef9ce2505e6,Select Qualidade
4ba52dfeba874da5b9ee7b17c7494f04,Essentials Livros Tecnicos Excelência
4bc3d93e4a5f88a598d3d8ce4ae510b3,Select Informatica Acessorios
4bcec44888b30ba9001234c534716d3f,Essentials Beleza Saude
4bde6149c15cf7e177b36fa060dd6de8,Essentials Alimentos Excelência
4be2e7f96b4fd749d52dff41f80e39dd,Select Livros Tecnicos
4be6b962d83299498bae2190f95d6566,Essentials Eletroportateis Excelência
4be9ae93c4fc0f41713d71a4194ee1b3,Essentials Esporte Lazer
4bf2f4ee540798a61f9636d12cd9cc80,Select Fashion Underwear E Moda Praia Excelência
4bf658053d453036c70976bccb2c31b2,Premium Relogios Presentes
4bfc7a4a1cf8d4d2121c27422d9e50b5,Select Utilidades Domesticas Home Decor Excelência
4c03b9dd4c11ee2cb35c96c49efc9420,Essentials Brinquedos Excelência
4c18691b6037662be2df78a765d98ab5,Essentials Utilidades Domesticas Household Utilities Excelência
4c1c7281388a33dd06daac44f9fadbd1,Essentials Brinquedos Stationery
4c2b230173bb36f9b240f2b8ac11786e,Essentials Esporte Lazer Excelência
4c498c7345e89aebad651544829beca0,Essentials Perfumaria Excelência
4c4d546adf3c3868fe19c9ec6e9ffda9,Essentials Pet Shop Excelência
4c60877808f4318ef1107fbeb8f89afa,Essentials Informatica Acessorios
4c61e37f664c3c88aff092aa5ac779d7,Essentials Consoles Games
4c8545742faaf58fafd5fd14d25d75cf,Premium Automotivo
4c8b8048e33af2bf94f2eb547746a916,Essentials Cama Mesa Banho Excelência
4cc43a222a0f94910728b62b97a8c5f8,Essentials Perfumaria
4cc4fd4fdd406a85bbdc1f824b731bd7,Select Automotivo
4ce6e5f6c52515177e18c1c9361d8677,Select Automotivo
4ce8b55b4bfa4659184e7becc1fba3f2,Essentials Automotivo Excelência
4cf490a58259286ada5ba8525ba9e84a,Select Cool Stuff
4d0041cdbe51b4617d95c70b19decc74,Premium Automotivo Car Accessories Excelência
4d232b78ab7ef10393dc3807d827bc0d,Select Automotivo Qualidade
4d600e08ecbe08258c79e536c5a42fee,Premium Relogios Presentes
4d6d651bd7684af3fffabd5f08d12e5a,Essentials Esporte Lazer Excelência
4d6fb82c629c7a5028bfd973c07b05e0,Essentials Moveis Sala
4d8809767a5bafe22909c77951fb6b41,Essentials Moveis Decoracao
4d9fea3499bdc22aa4da4e339365f215,Essentials Perfumaria Qualidade
4da0e408c99d2fdc2126dc9fce518060,Essentials Esporte Lazer Excelência
4dab98ca6cd6d3df586203cefd28a042,Select Fashion Bolsas E Acessorios
4dbd95a08b31ede5c82d3f861cb1ce1a,Select Livros Interesse Geral
4dc2e811a1760953cb7c6a590b498943,Select Malas Acessorios
4dc646b9b9e8e411ef48ba000ea3ac6f,Essentials Perfumaria
4ddeb3e828550cddc8d45c8bc36ab2d1,Select Cool Stuff
4de6e4ba574aa9dfdc824bc44dc47fdd,Essentials Beleza Saude Excelência
4deebb3199eeafb282ae33229144f94b,Essentials Sinalizacao E Seguranca Excelência
4e06067cc08b3f41d837768d392c3ee3,Essentials Perfumaria Excelência
4e0d109ccfba9a1151c103049880c857,Essentials Relogios Presentes
4e17c65a516f69d023a2ae78b84f28d6,Essentials Perfumaria Qualidade
4e2627090e6e5b9fabba883a37897683,Essentials Moveis Decoracao
4e326052e5dbba8adcd512f3450a307e,Essentials Artigos De Natal
4e42581f08e8cfc7c090f930bac4552a,Essentials Moveis Cozinha Area De Servico Jantar E Jardim
4e480be820e37de1444325ff358c9296,Select Automotivo Car Accessories
4e5725ba188db8252977a4f0227bd462,Essentials Informatica Acessorios Excelência
4e6015589b781adaa5ce7f1892d06bb1,Select Esporte Lazer
4e7c18b98d84e05cbae3ff0ff03846c2,Essentials Eletroportateis Excelência
4e85b538b0dad58852641540686d0e14,Essentials Ferramentas Jardim
4e8dacf3d38f281ae26c3e0321d92d88,Select Utilidades Domesticas
4e922959ae960d389249c378d1c939f5,Essentials Informatica Acessorios Excelência
4e92348462c75b6c842b994ce84a0ed4,Essentials Beleza Saude
4ea2f12dbe91deeacd2c1e74f069a6e6,Essentials Perfumaria
4eb61f060e7dcc1d5a80d806c35cc541,Select Eletrodomesticos 2
4ebdc7e6cd6102a022dadc49156d4ea8,Essentials Moveis Decoracao Excelência
4eeb99008a0f59d2c7759c59f9a346eb,Premium Telefonia Audio Video Electronics
4ef4c39cf3c24f326434cf0b2e48046a,Essentials Esporte Lazer Excelência
4f0d637c1197fd65405ebd755ac9f86b,Essentials Beleza Saude Health Beauty
4f1f1c8666cdb6442f775c4e8caed465,Select Brinquedos Excelência
4f40d2ed38d1cc945364a7cd202a82c7,Select Brinquedos Entrega Rápida
4fae87d32467e18eb46e4a76a0a0b9ce,Essentials Construcao Ferramentas Seguranca Small Appliances
4fb41dff7c50136976d1a5cf004a42e2,Select Relogios Presentes Qualidade
4fe2f67634d00c021aa01f96b6f2d68e,Essentials Beleza Saude Food Supplement
5011f0d93373a4c5753adf58ca77af8d,Essentials Alimentos Bebidas Qualidade
503c1de08ae81a2d86f17951b204db55,Select Bebes Excelência
5058e8c1e82653974541e83690655b4a,Essentials Moveis Escritorio Excelência
5075aaa8404020ae6aa8bf4792099b41,Select Bebidas Excelência
50770d25768b0486d89be26afca3108f,Essentials Livros Interesse Geral
508808d438fe2ff972ed13bb8f4a82e2,Essentials Utilidades Domesticas Home Decor Excelência
50a7e551a7b3f8d37cd6e32d8bfbe5ea,Essentials Bebidas
50bf89f1349bc0409a268c3a49678009,Select Moveis Decoracao
50c361bcf670d16f6df4d52de3dff924,Essentials Artes
50c9975695009e5e6473912e83a6d1da,Essentials Esporte Lazer Excelência
51209b446b2073894bdc0face6c73ffc,Essentials Moveis Decoracao
512d298ac2a96d1931b6bd30aa21f61d,Premium Instrumentos Musicais Excelência
513a54369b6a8a6602fcb0e129c6d78d,Essentials Informatica Acessorios Qualidade
5145090ab595c0d0b8557199f5701fbf,Select Cama Mesa Banho
5151aea44289d6c6b090ee31c2132508,Select Climatizacao
515d781150feed28a6ac091bb0e3cb8c,Select Cool Stuff Qualidade
5160d23075764e18e07c1f4a87fad743,Essentials Brinquedos Excelência
516e7738bd8f735ac19a010ee5450d8d,Essentials Beleza Saude Health Beauty Excelência
51702dc2a3e106c76dbff722b5bf0726,Select Moveis Decoracao Excelência
5194c22ed1f616ec0c0f33c571542879,Essentials Agro Industria E Comercio
519a7aa428f18d125a283cf8c014fdd6,Essentials Moveis Sala
51a04a8a6bdcb23deccc82b0b80742cf,Select Eletronicos
51e0557bc7b86de13e946c60ee91ce39,Essentials Beleza Saude
51e4e89242cbb846c2deff3dc015650e,Essentials Ferramentas Jardim Excelência
51ed72984a04e5dd35c2b27e77179038,Select Eletrodomesticos 2 Entrega Rápida
51f108f62cb87d61918159902c8f8583,Essentials Livros Tecnicos
5206cc4bc2297c833e6061c49bf9c43f,Essentials Automotivo
52092ddbd3a58c450a4459bf051b2287,Essentials Esporte Lazer Qualidade
520b493b57809f446cb0a233bb3e25c7,Essentials Utilidades Domesticas Excelência
522620dcb18a6b31cd7bdf73665113a9,Select Consoles Games Excelência
5236605f4d4b0b3e4df85b850393fca0,Essentials Esporte Lazer Entrega Rápida
52454f90d4c30c016768db02f88c1a74,Essentials Pet Shop Qualidade
52562a9f449c3dc3d53f5f5b9ed74903,Select Construcao Ferramentas Jardim Excelência
525e75a6fb1454a2325ab1734bcec221,Essentials Automotivo Entrega Rápida
5275ca25d0358ca73864e0ae41be1320,Essentials Papelaria
527801b552d0077ffd170872eb49683b,Select Livros Interesse Geral Excelência
52831e5990d0771cb4951d6f12928167,Essentials Esporte Lazer
528bcf6680c36dddf07620bd35b33a6f,Select Beleza Saude
528ce32f560edd11add4169f6a5b65be,Essentials Utilidades Domesticas
52956b80ae65fda598f06f6b9943e7a9,Select Perfumaria
52a50b42accf164f9f019941e5759d9b,Essentials Alimentos Bebidas Food Drink Qualidade
52a52b9f656520e99716f5bc40f661c8,Essentials Moveis Decoracao Excelência
52ac6f920b7280e4c6d30dd94de6259b,Premium Moveis Escritorio
52b53f7061969fe471d119b6195da864,Essentials Perfumaria
52bb00821bcdd358a5a5a27e1f6be5a1,Select Instrumentos Musicais Entrega Rápida
52d76513f0c4d97f3b99570e2c94ee31,Select Eletrodomesticos 2 Excelência
52f0fe436a347ddad7ed5f9aa4e27eaa,Essentials Informatica Acessorios Excelência
52f6f9f13ba19504c02781132a049e75,Select Moveis Decoracao
52f976b17ea7f2f087f56dcc419328f6,Premium Esporte Lazer
52f9db5cfb423382a2fa5c9e39303202,Essentials Eletrodomesticos Excelência
5305693ffae2d3463377b1f6fe67b15a,Essentials
53088c75f948b48a7ece173ac17f0c12,Essentials Beleza Saude Health Beauty
530ec6109d11eaaf87999465c6afee01,Essentials Esporte Lazer Excelência
53243585a1d6dc2643021fd1853d8905,Premium Telefonia Excelência
53336f97ddbe53e2a617d07b17447b95,Premium Eletrodomesticos 2
533d46c1b06970e99f09523a61df4972,Essentials Eletronicos Qualidade
5343d0649eca2a983820bfe93fc4d17e,Essentials Moveis Decoracao Excelência
534a01cc6df1e034e05c32028a291fa2,Essentials Utilidades Domesticas
535bf14f36346c7f59d87cece104d70c,Essentials Construcao Ferramentas Iluminacao Home Decor
537eb890efff034a88679788b647c564,Essentials Moveis Decoracao Excelência
538caafddff204241cecbf3a02e6b3cf,Essentials Bebes
539ed9e19811677513447759be5eccfc,Essentials Construcao Ferramentas Construcao Home Decor
53b0300ca793f9834cd69c0678d35ee8,Select Construcao Ferramentas Construcao
53d00c40e32aeb924a84ce72b1af869d,Select Cama Mesa Banho Excelência
53e4c6e0f4312d4d2107a8c9cddf45cd,Essentials Utilidades Domesticas Excelência
54065e9aef7e9e9c2dc23b7594db021a,Premium Cool Stuff
5415337f1863452476d42d9f14a16a61,Essentials Moveis Decoracao
54219883e72aad869adfb2a54b7bfa0f,Premium Brinquedos Qualidade
542917da124346b47ea1ac79a93ce454,Essentials Beleza Saude Excelência
5444b12c82f21c923f2639ebc722c1ea,Select Utilidades Domesticas
544863df86ed3b78a04e0820d41430ee,Essentials Papelaria
54583ab379489add547fe47b628db589,Select Bebes Baby Excelência
54965bbe3e4f07ae045b90b0b8541f52,Essentials Cama Mesa Banho Excelência
54a1852d1b8f10312c55e906355666ee,Essentials Esporte Lazer Excelência
54aa8463e87776b5612f4bdc4bd5d4de,Essentials Telefonia Fixa Qualidade
54c04bdb5ec46762f8f08c7e8f86ed4a,Select Esporte Lazer Food Supplement
55029529919c0123526150bd26ca8f20,Essentials Esporte Lazer Excelência
553a440137d6e0cf776aee0bb83ac9f5,Essentials Brinquedos
5563732abe64c3036cb97ad924128dd1,Essentials Beleza Saude Qualidade
5566627eab3fe93fd6ee08798226101a,Essentials Perfumaria Qualidade
556a6409838156ea299c9d1f9e2dde43,Select Utilidades Domesticas Household Utilities Excelência
557f22c76691849db52d2abccf0015d0,Essentials Informatica Acessorios Qualidade
5587130f9850696ed7fafbc91c2cee44,Essentials Utilidades Domesticas
559d56f3b8f0bc2e5a9a62fe2ce2a39f,Select Bebes
55a5b51f93f2b70ea513f5a047b0262a,Essentials Esporte Lazer Qualidade
55bb6fe5bebe5012e2d7d9928e1128ff,Essentials Papelaria Qualidade
55c26bcb609f480eb7868594245febb5,Essentials Papelaria Baby Excelência
55c96925041a14097b6a7825554f4ad5,Essentials Moveis Decoracao Excelência
55d3daac7c404d59e51c2aa2f4dc5a23,Select Sinalizacao E Seguranca Qualidade
55dedd83e501d8248880557d9073cbfd,Essentials Beleza Saude Excelência
55f7a3319d80f7fdf078b8f03e6725fe,Essentials Automotivo Qualidade
562f8cfc51f265411f487d07e9c40e7f,Essentials Cool Stuff Qualidade
562fc2f2c2863ab7e79a9e4388a58a14,Essentials Telefonia Excelência
5656537e588803a555b8eb41f07a944b,Essentials Eletronicos Excelência
5659d77e8d90378e39b960ad5956f64e,Essentials Beleza Saude
56642bcb79900e777d68e91915cb4267,Essentials Beleza Saude Excelência
5670f4db5b62c43d542e1b2d56b0cf7c,Select Perfumaria Health Beauty Excelência
56a8b450e802502ba53a9885ee38e29f,Essentials Ferramentas Jardim
56db5c0782e8f7ddc9343f9576ff6d16,Select Climatizacao
56e361f411e38dcef17cdc2a3d99628b,Essentials Informatica Acessorios Audio Video Electronics Qualidade
56f413900b5166ab4d730e9ac0b12cb0,Essentials Esporte Lazer Excelência
570d4583587a5fe2d47c7be89b91ad27,Essentials Beleza Saude
5721089ba9214e80074f27d5a03fc0eb,Essentials Cool Stuff
5733d806668f8712c24b9abaefbfa642,Essentials Casa Construcao
5741dc2bf5044c34d0698681c5081bed,Essentials Perfumaria Excelência
575df70bde3f9f2b30bf8d2e9910d725,Select Moveis Decoracao Qualidade
577719699805dd125d5b6fdde5943bba,Essentials Utilidades Domesticas Excelência
578460d8319c51dab351cd9db95eadfe,Select
578fa3a9cb6b6dceab39231ad59cdaca,Essentials Livros Tecnicos
5795aebfe331fbcd02a2c4b679fb7952,Select Beleza Saude
579891617139df7d8671d373f0669622,Essentials Livros Interesse Geral
57a834594e1e9e9219603bfec184eadc,Essentials Pet Shop
57c764b4a836300be881e2ff86e449f9,Essentials Utilidades Domesticas
57d2ba47f7a3209aa347532ae75c1165,Select Esporte Lazer
57df9869a600bd6b7c405f2a862eccfb,Essentials Utilidades Domesticas Household Utilities Qualidade
57e632711dec9ec14ca7546769483e7e,Essentials Beleza Saude Excelência
57fe6232e67823593374a2281d7a8af8,Essentials Livros Interesse Geral Excelência
582d4f8675b945722eda7c0cb61ba4c7,Essentials Eletronicos Excelência
585175ec331ea177fa47199e39a6170a,Premium Pcs
586a871d4f1221763fddb6ceefdeb95e,Essentials Moveis Decoracao
5882820ef11c4c068eea0677a7a879b4,Premium Moveis Decoracao
5882f40daf39bc2a465e0cb453ddc222,Premium Telefonia
58b98ccb79873e04eac4357cacc590d9,Essentials Automotivo
58c851d1a3c7cd3da329eb59453fed44,Essentials Pet Shop Entrega Rápida
58e4b302b54937e55a678c4d15111da4,Essentials Beleza Saude
58f1a6197ed863543e0136bdedb3fce2,Select Relogios Presentes Fashion Accessories Excelência
59417c56835dd8e2e72f91f809cd4092,Premium Eletroportateis
594f9aaa48e5bf431f011ddc5669b0d5,Essentials Utilidades Domesticas Bags Backpacks Excelência
5962468f885ea01a1b6a97a218797b0a,Essentials Papelaria Excelência
596849622429351f47b32e6cae1055ff,Essentials Telefonia Phone Mobile Excelência
5996cddab893a4652a15592fb58ab8db,Premium Ferramentas Jardim
59b22a78efb79a4797979612b885db36,Select Utilidades Domesticas Excelência
59bbc819b99a733f02f0d6b49d1c253d,Essentials Utilidades Domesticas Car Accessories
59cd88080b93f3c18508673122d26169,Essentials Pet Shop Excelência
59cea8e446d3834393058e7e0666b6fb,Essentials Beleza Saude Small Appliances Excelência
59de1d4c8c057c2a53acd4ca66531af2,Essentials Informatica Acessorios
59fb871bf6f4522a87ba567b42dafecf,Select Beleza Saude Excelência
5a05a16bb50629ee31afab8a6d4c2674,Essentials Utilidades Domesticas Excelência
5a32c398a06c345440bf2a683b017ad3,Essentials Livros Interesse Geral
5a413ade68e8f8d93071a7f52a64cb9e,Essentials Beleza Saude Qualidade
5a4236931428800e9d9cc04af0987118,Essentials Utilidades Domesticas Household Utilities
5a425cc503b39b262a847fd6212bf53b,Essentials Brinquedos
5a6a02f419701fc8c605af71d4fc57a4,Essentials Livros Interesse Geral Entrega Rápida
5a8e7d5003a1f221f9e1d6e411de7c23,Essentials Moveis Decoracao Excelência
5a93f3ab0ef4c84ed5e1b5dbf23978bc,Essentials Bebes Excelência
5a9b3bcab695173c820e53934574ae80,Essentials Moveis Decoracao
5a9c0859cb00fd8aa4db443837f0a700,Essentials Beleza Saude
5aaa890629f83706d8d9bfecd8377c1c,Essentials Construcao Ferramentas Construcao
5ab05b6d86d417796c69ffd6774ec832,Select Beleza Saude
5abb8ea023c77787f2c15da891c8d384,Select Cine Foto Excelência
5acd070dd3fe441bbb2ec1f1ede515ee,Essentials Eletronicos
5b07547f10dd980738a1a27f685af669,Essentials Beleza Saude Excelência
5b0cc932433fa5184b5b94bfe6bcc256,Essentials Moveis Sala Home Decor Excelência
5b179e9e8cc7ab6fd113a46ca584da81,Essentials Utilidades Domesticas Qualidade
5b2e94f2c22b39ccc24d34ad0f669672,Essentials Automotivo
5b33b527da3c5b969cc99dc435cad09a,Essentials Eletronicos Excelência
5b35136197710e16ac5e7b7c2bd4ea85,Select Utilidades Domesticas
5b51032eddd242adc84c38acab88f23d,Select Moveis Decoracao Excelência
5b581417df4480f632484ba681e53944,Essentials Brinquedos
5b664594895aefb418afaee6d40a9a23,Essentials Construcao Ferramentas Construcao
5b67882648febfb6e1225e6ad7164f6b,Select Esporte Lazer Excelência
5b8154610ebb21fb90eb587365e673df,Select Informatica Acessorios Qualidade
5b85809efd0d0e4dea1a9544e1280ed9,Essentials Beleza Saude Excelência
